headword,sense,entry_id,morph_type,pronunciation,variant_of,these_vars,other_forms,note,date,date_modified
tii bä,"[['adv?', ""{'pt': 'aí(?)'}"", '', '', '', '']]",tii bä_75358cb5-8680-43f0-bb72-90e5bd7595ff,phrase,ti: bʌ,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'null_1': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,,{'bibliography': 'SIL 2011'},2018-03-29T04:44:15Z,2018-06-20T01:46:10Z
arook,"[['n', ""{'en': 'aturá', 'pt': 'aturá'}"", ""{'en': 'aturá', 'pt': 'aturá'}"", '', '', '']]",arook1_755a9854-5522-45a5-81f3-48a5d642443c,stem,aɾo:k,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-03-22T17:09:23Z,2019-01-14T03:36:18Z
paːɟ,"[['Noun', ""{'en': 'espécie de fruta'}"", '', '', '', '']]",paːɟ_7569e0f9-e595-4b3e-8f10-829c81231901,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
har'ëëng,"[['Noun', ""{'en': 'game.animal', 'pt': 'caça'}"", ""{'en': 'game animal', 'pt': 'caça; animal de caça'}"", '', '', '']]",har&apos;ëëng2_75809c11-9e9f-4fef-a92c-c3fa46828610,stem,haɾəʔəgŋ,,,,,2019-01-14T03:46:55Z,2020-02-04T15:34:03Z
abooh,,abooh_75980a60-b041-4e09-8baa-7c31b0755126,stem,abo:h,"{'55535f72-0df3-46a6-afb5-b7548ad7a287': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
depaa,"[['Noun', ""{'en': 'paca', 'pt': 'paca'}"", ""{'en': 'paca (lowland)', 'pt': 'paca'}"", '', '', '']]",depaa_75bd1f7c-9858-415e-b5af-2dd2e7fe79ab,stem,depa:ʔ,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
ɨh,"[['Verb', ""{'en': 'sleep n.i.'}"", '', '', '', '']]",ɨh_75c83f39-6f85-4520-ac43-01d873a3fc0f,stem,ʔɨh,,,,{'bibliography': 'Weir 1994'},2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
kaan,"[['Noun', ""{'en': 'cacao', 'pt': 'cacau'}"", ""{'en': 'cacao', 'pt': 'cacau'}"", '', '', '']]",kaan_7614d499-7ba2-4fe8-8764-704e13c61d5f,stem,ka:dn,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
wah'ëë säg,"[['', ""{'en': 'old.person', 'pt': 'pessoa.velha'}"", '', '', '', '']]",wah&apos;ëë säg_761d05d9-bb09-467e-b1fc-f9eb4975877a,phrase,wahˈhǝʔǝʔ ʃʌg˺,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,,{'Note': 'problem:  wahˈhǝʔǝʔ ʃʌg˺ or waˈhɨʔɨʔ  ʃʌg'},2018-07-07T17:52:06Z,2020-02-04T15:34:03Z
daar,"[['Noun', ""{'en': 'cicada.sp', 'pt': 'cigarra.sp'}"", ""{'en': 'cicada species', 'pt': 'tipo de cigarra'}"", '', '', '']]",daar_76bad5b4-e619-4d3c-b911-8e14ae184d16,stem,da:ɾᵊ,,"{'daari_e0d51ab9-3b01-4ddc-a793-7ce101f41753': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,2019-01-14T03:46:55Z,2020-02-09T03:18:57Z
ä̃h,"[['n p', ""{'pt': 'dias'}"", ""{'pt': 'dias'}"", '', '', '']]",ä̃h_76c0c9b7-a018-4dfc-914d-28f21d9c1e80,stem,ʌ̃h,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
txaah,,txaah_76c1c025-6ed8-4cf0-9263-067a23730875,stem,,"{'t&apos;aah2_58825302-35ee-4cc7-ba14-51e09b12f26f': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': 'son'}}",,,,2018-06-20T03:24:13Z,2018-06-20T03:24:57Z
adäk,"[['v', ""{'pt': 'estar'}"", ""{'pt': 'pendurado; estar'}"", '', '', ""{'padäg1_82f3367d-8f49-4938-b2ad-fda2f8534143': {'type': '_component-lexeme', 'variant-type': 'Não indicativo plural'}, 'padëëk1_c3d960d6-c8b1-4659-b1e3-8e2b632633bb': {'type': '_component-lexeme', 'variant-type': 'Plural'}, 'adäg_d289f0e6-47b0-44cd-86fb-ad0272176d13': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",adäk1_774abf52-37f4-472c-9e05-0d6566bafdfe,stem,adʌk,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
tim',"[['', ""{'pt': 'então'}"", '', '', '', '']]",tim&apos;_77676753-2ac5-4095-983b-14ede5b69bea,stem,,,,,,2020-01-26T04:43:17Z,2020-01-26T04:43:17Z
tsarar'ẽẽ,,tsarar&apos;ẽẽ_7782df10-d3ef-4a40-9740-8e8a32c0d2ad,stem,ɟaɾaɾḛ̃:,"{'9727a434-1d36-4144-bdfa-e890bc9b7624': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
ʃɤːʔ,"[['Noun', ""{'en': 'camarão'}"", '', '', '', '']]",ʃɤːʔ_77981701-bff1-498b-a88b-f2ff0d46a7a2,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
eba(h),,eba(h)_7865f86a-bc3f-4cbc-94a2-1b2a25389631,stem,eba(h),"{'fd034ead-ae35-414c-aad2-4b9e0f677a10': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2019-11-10T22:57:06Z
anaak,"[['?', ""{'en': 'yummy', 'pt': 'gostoso'}"", '', '', '', '']]",anaak_786a66da-ee64-4cd0-b5d7-d98c0ee6d3be,stem,,,,,,2018-07-06T19:32:40Z,2018-07-06T19:32:40Z
aw'õõj,,aw&apos;õõj_787ee2a4-05a5-4f61-8dd9-caf10e842f21,stem,awõ̰:j,"{'4f76dc7a-9fac-42a8-9cd2-fb8537beadf1': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
w'ëët,,w&apos;ëët_78cc870c-148a-4b0a-b684-18e13bce9b43,stem,wə̰:t,"{'2c08905d-ed34-4bce-a5d7-9819044844bd': {'type': '_component-lexeme', 'variant-type': 'Ext.(?)'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
goor,"[['n', ""{'pt': 'traíra'}"", ""{'pt': 'esp. de peixe (traíra)'}"", '', '', '']]",goor_78eea66c-9fe0-4ee5-a7ca-79a089efa999,stem,go:ɾ,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
papuuj,"[['', ""{'en': 'new', 'pt': 'novo'}"", ""{'en': 'new', 'pt': 'novo'}"", '', '', '']]",papuuj_7915d923-4f4c-4561-b7d2-ae701a0032ec,stem,paˈpu:j,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-07T17:43:45Z,2018-07-07T17:44:26Z
awaar,"[['n', ""{'en': 'dog', 'pt': 'cachorro'}"", ""{'en': 'dog', 'pt': 'cachorro'}"", '', '', '']]",awaar_7941eab2-6521-4894-ab06-a769c7e59eba,stem,ʔawa:ɾǝ,,"{'ʔawaɾ_02cfa92b-6ede-4498-a37c-7f6ef21e91b0': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'cachorro'}, 'awaal_39fa617f-734d-4d5e-866c-120030def907': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1986; dog'}}",,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-03-08T07:17:53Z,2018-07-27T20:46:42Z
dõm karekẽẽt,"[['v', ""{'pt': 'rabo.enrolado'}"", ""{'pt': 'rabo enrolado'}"", '', '', ""{'dõm karekẽd_dba9ba48-2912-4dc8-bedc-4b8441e09274': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",dõm karekẽẽt_79484fd0-7647-445a-8385-9f00f9238675,phrase,dõm kaɾekɛ̃:t,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
myyj,"[['n', ""{'pt': 'lar'}"", ""{'pt': 'lar; aldeia'}"", '', '', '']]",myyj_79d22043-a50a-490e-92dc-1dc765665621,stem,mɨ:j,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
gada,"[['v', ""{'pt': 'esperar'}"", ""{'pt': 'esperar'}"", '', '', ""{'gadaa_17659126-2402-4a4a-bc5a-71c1e9e0734f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'ged&apos;aa_1d0fab41-6b9c-423d-957f-9fa8add5d166': {'type': '_component-lexeme', 'variant-type': 'Ext.(?)'}, 'geda_be647e19-7632-4129-9578-86ae00434ad4': {'type': '_component-lexeme', 'variant-type': 'Plural'}}""]]",gada_79da67ca-9ef7-4e25-9934-3fa80326f1e7,stem,gada,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
aoot,"[['Verb', ""{'en': 'cry', 'pt': 'chorar'}"", ""{'en': 'cry', 'pt': 'chorar'}"", '', '', '']]",aoot_7a2019e0-f465-4197-8fb1-9a054260d1db,stem,ʔaˈʔɔ:t˺,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-09T23:53:19Z,2018-07-09T23:53:56Z
nadëb,"[['Noun', ""{'en': 'nadëb.indian', 'pt': 'índio.nadëb'}"", ""{'en': 'self-denomination of ethnic/linguistic group', 'pt': 'auto-denominação do grupo'}"", '', '', '']]",nadëb2_7a84a8e6-b357-468d-9c18-010e50f252a2,stem,nãdəb̚,,,,,2019-01-14T03:46:56Z,2019-01-14T03:54:30Z
nad'oots,"[['Verb', ""{'en': 'not.be', 'pt': 'não.ser'}"", ""{'en': 'not.be', 'pt': 'não ser'}"", '', '', '']]",nad&apos;oots_7a84e9dc-08bc-4adf-bab3-c38926be59ef,root,na'doʔoɟ,,,,{'bibliography': 'Epps/Obert; Fieldwork 2019'},2019-11-06T14:17:24Z,2019-11-06T14:19:20Z
ɾaːt,"[['Noun', ""{'en': 'lata'}"", '', '', '', '']]",ɾaːt_7a8a7378-0ed1-4ee0-a3ca-81703d09c2af,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
ʔɯb,,ʔɯb_7a96d893-f9f5-416c-9fa2-2cfd5ef8f8e7,stem,,"{'yb1_be173977-3ad8-4fa1-8f07-e08f165fa2a3': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",,,,2018-06-20T02:43:40Z,2018-06-20T02:43:55Z
tah'ũũg,,tah&apos;ũũg_7aa8a715-eb2d-4621-9155-2f1f0e2ba1a0,stem,tahṵ̃:g,"{'391d2895-022d-4e26-9e36-1d6993578635': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2020-02-04T15:32:23Z
seeb,"[['adv op', ""{'pt': 'outro'}"", ""{'pt': 'um; outro'}"", '', '', '']]",seeb_7ae1b6f3-336e-4130-bcf5-7e76f3853f42,stem,ʃe:b,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2019-11-05T20:05:18Z
aha,"[['v', ""{'pt': 'tirar.comida'}"", ""{'pt': 'tirar comida; não liquida da panela (com cuia; concha; colher; etc.)'}"", '', '', ""{'ahaa_686c862e-f8bb-4b61-8c2d-d07f36bd5a6a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",aha_7b0d5ed4-7e8a-427a-a07d-90a64f3094db,stem,aha,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2020-01-22T21:30:29Z
eriih,,eriih_7b220d07-1e11-4f11-b07f-4cefc59183e6,stem,eɾi:h,"{'c04f78de-1738-43f9-9aba-fb3f4335aef5': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
óów,"[['Noun', ""{'en': 'grandfather'}"", '', '', '', '']]",óów_7b46d0e4-14b6-4aba-9b6d-703bd75a6885,stem,ʔɔːw,,,,{'bibliography': 'Weir 1994'},2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
gewäs,"[['?', ""{'pt': '?'}"", ""{'pt': '?'}"", '', '', '']]",gewäs_7b637ee7-984b-4a3f-8165-1af25e1fb93a,stem,gewʌʃ,,,,{'bibliography': 'encontrado em cartilha 4; lição 9'},2018-03-08T07:17:53Z,2018-06-20T01:06:55Z
gahõh,,gahõh_7b6d0386-b6e8-493c-9fa8-4369a9497543,stem,gahõh,"{'e319da77-1fc1-4adb-91d9-61a158dc0da8': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
samad,"[['Noun', ""{'en': 'son.in.law', 'pt': 'genro'}"", ""{'en': 'son-in-law', 'pt': 'genro'}"", '', '', '']]",samad_7b965db4-8b15-4022-97e1-3380bd18799a,stem,ʃabmãd̚,,,,,2019-01-14T03:46:56Z,2019-01-14T03:54:30Z
mowããd,"[['n', ""{'pt': 'abacaxi'}"", ""{'pt': 'abacaxi'}"", '', '', '']]",mowããd_7bad8945-7ac3-4a5d-8f0b-4478f6ba744c,stem,mowã:d,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
juʔ,"[['?', ""{'en': 'queimado'}"", '', '', '', '']]",juʔ1_7bb13b61-6e0f-4bd3-9889-18139d7bb2ac,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
kajäk,"[['v p', ""{'pt': 'cair'}"", ""{'pt': 'cair'}"", '', '', ""{'kajäg_123e22bd-d7b9-474e-bdc6-12aa684847c8': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'adäng_6578aad5-11c4-4780-ab89-5f33251e5c3e': {'type': '_component-lexeme', 'variant-type': 'Singular'}}""]]",kajäk_7bb241fa-1304-4ef6-bd39-03fb1346b699,stem,kajʌk,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
habëë,,habëë_7bb289f9-6ac8-4f7f-8a8f-363b81b3c205,stem,habə:,"{'a5ff997c-ff1b-4fa9-a8d0-3d48dd8bd76a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kaher'õõnh,,kaher&apos;õõnh_7bbf61e9-e439-4aff-be90-873582668e04,stem,kaheɾõ̰:ɲ,"{'karõnh_95ddf4af-ee8c-44db-bddf-51f729601920': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,,{'bibliography': 'SIL 2011'},2018-04-03T22:36:52Z,2020-02-04T15:32:23Z
mahyh,,mahyh_7bc16434-7bac-4022-be8d-1787b33858fe,stem,mahɨh,"{'2fdaaa67-fb7c-47a8-a5ae-860572f96d7c': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
noo ken'aak,"[['v', ""{'en': 'like.food', 'pt': 'gostar.de.comida'}"", ""{'en': 'like food', 'pt': 'gostar de comida'}"", '', '', '']]",noo ken&apos;aak_7c184abd-1399-4ba0-b334-0a56f7ead37c,phrase,no: kena̰:k,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2018-03-08T07:17:53Z,2020-01-08T19:20:22Z
najiis,"[['n', ""{'pt': 'colega'}"", ""{'pt': 'colega'}"", '', '', '']]",najiis_7c288356-e6a0-4e2b-8f29-8c7cc96675d9,stem,naji:ʃ,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
sëëw,"[['Noun', ""{'en': 'shaman', 'pt': 'pajé'}"", ""{'en': 'shaman', 'pt': 'pajé; feiticeiro'}"", '', '', '']]",sëëw_7c511834-586a-456c-884a-02fda6ccd6aa,stem,ʃə:w,,,,,2019-01-14T03:46:55Z,2019-11-15T21:42:49Z
watoor,"[['Noun', ""{'en': '?', 'pt': 'macaco.bicó'}"", ""{'en': '?', 'pt': 'macaco bicó'}"", '', '', '']]",watoor_7c591ae2-72c2-4bc3-8498-908678de5333,root,watoːɾ,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2020-01-08T15:49:25Z,2020-01-08T15:49:59Z
mawããd,"[['Noun', ""{'en': 'pineapple', 'pt': 'abacaxi'}"", ""{'en': 'pineapple', 'pt': 'abacaxi'}"", '', '', '']]",mawããd2_7c72d834-34e1-47a5-bc92-25a7e106455a,stem,mãwã:d̚,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
karepé,"[['n', ""{'en': 'children', 'pt': 'criança;pl'}"", ""{'en': 'children', 'pt': 'criança;pl'}"", '', '', '']]",karepé_7c800678-ce5e-401e-abba-a2b95fbbf65c,stem,kaɾeʔˈpɛʔ,"{'karapee _0608a430-217f-4595-8307-b236eef0ae5b': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-03-08T07:17:53Z,2018-11-28T23:43:54Z
rogada,"[['?', ""{'pt': '?'}"", ""{'pt': '?'}"", '', '', '']]",rogada_7c987dc6-5e5e-4d02-bf66-50682951c138,stem,ɾogada,,,,{'bibliography': 'encontrado em cartilha 4; lição 3'},2018-03-08T07:17:53Z,2018-06-20T01:06:55Z
saro,"[['', '', '', '', '', '']]",saro_7c9a7139-0f66-4635-b30c-566983d9e429,stem,,,,,,2019-11-05T20:16:10Z,2019-11-05T20:16:10Z
wok,"[['', ""{'pt': 'barriga'}"", '', '', '', '']]",wok_7cbf6884-9322-4755-9d87-dc5aa4337b03,stem,,,,,,2020-01-26T04:45:57Z,2020-01-26T04:45:57Z
jiʔ,"[['Pronoun', ""{'en': 'pronome indeterminado'}"", '', '', '', '']]",jiʔ2_7cc7a2a6-10ab-4e17-9302-2227fac559d9,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
mɨ̰j,"[['Noun', ""{'en': 'perema'}"", '', '', '', '']]",mɨ̰j_7cd38671-1bfe-4dd7-99cc-7339b1622ddc,stem,,,,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
mana,,mana2_7cf0d1ff-d22c-4d11-afd0-5c89203d1b2a,stem,mana,"{'1d552273-f279-489e-9a65-9f0ba9cb6022': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
etsaa,"[['Verb', ""{'en': 'glue', 'pt': 'colar'}"", ""{'en': 'glue', 'pt': 'colar'}"", '', '', '']]",etsaa_7d0273f5-bfcc-4597-943c-39bb22d1dfff,root,etɟa:,,"{'taheen n&apos;aa getsa doo_e91e270e-f253-4f7d-97e7-501f7659b3a0': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",,{'bibliography': 'Epps;Obert; Fieldnotes 2019'},2019-11-21T21:47:27Z,2019-11-21T21:48:48Z
ad'ẽẽb,,ad&apos;ẽẽb_7d5408c4-713b-432c-86ec-8b9a573d8468,stem,adḛ̃:b,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
tahóh,"[['Noun', ""{'en': 'pimple', 'pt': 'espinha'}"", ""{'en': 'pimple', 'pt': 'espinha'}"", '', ""{'grammar': '(ji) tahóh'}"", '']]",tahóh_7d735435-5f43-4a8a-94db-87f4e51b960a,stem,taˈhɔ:h,,,,"{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': '(ji) tahóh'}",2018-07-04T14:22:00Z,2018-07-06T18:40:41Z
moo kamehããg,,moo kamehããg_7d7d5a40-00e6-4495-92d8-70c2f41170b6,phrase,mo: kamehã:g,"{'e05e7677-4e81-4cfa-92cf-48e4334f35a1': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,{'bibliography': 'cartilha 4; lição 15'},2018-03-08T07:17:52Z,2018-06-20T01:10:35Z
maj'ëeh,"[['Noun', ""{'en': 'toad', 'pt': 'sapo'}"", ""{'en': 'toad', 'pt': 'sapo'}"", '', '', '']]",maj&apos;ëeh_7d9b566b-8897-43aa-aa2c-44c3136b2409,stem,majəʔəh,,,,{'bibliography': 'Fieldotes Epps/Obert; 2018'},2018-07-27T22:55:14Z,2020-02-04T15:34:03Z
bahõd,"[['n', ""{'pt': 'rato.do.mato'}"", ""{'pt': 'rato do mato'}"", '', '', '']]",bahõd1_7dc2be21-5b5d-4801-b1af-d8ef1d40de67,stem,bahõd,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2019-01-14T03:36:18Z
hã,"[['post', ""{'en': 'DAT'}"", '', '', '', '']]",hã2_7dc98556-c00c-45e0-bb45-9b98ef27b492,stem,hãʔ,,,,{'bibliography': 'Weir 1986; Weir 1990'},2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
betaah,"[['', ""{'pt': 'gravida'}"", '', '', '', '']]",betaah_7de9cdb6-21a2-4589-b03b-bcb220a50f31,stem,,,,,,2020-01-25T04:46:40Z,2020-01-25T04:46:40Z
tatog,,tatog_7e034a17-1aef-4189-97fc-9379a4e1a5d3,stem,,"{'tatóg_5dbc36fa-c1b5-4ad1-a024-87bd445212cb': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'neta'}}",,,,2018-06-20T03:30:26Z,2018-06-20T03:30:47Z
apëëm,"[['v', ""{'pt': 'bater'}"", ""{'pt': 'bater com instrumento'}"", '', '', '']]",apëëm_7e41cce1-029f-43d8-9624-51e60ee383a2,stem,apə:m,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
atëëh,"[['v', ""{'pt': 'estar.caindo'}"", ""{'pt': 'estar caindo (só árvore e galho)'}"", '', '', '']]",atëëh_7e4715cc-02ed-41de-b7e8-6d2b30d174cd,stem,atə:h,,"{'atë_f220b4c8-df69-4f7d-bdce-35307c815909': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},2018-03-27T02:54:27Z,2018-06-20T01:46:10Z
ʃakut,"[['adv?', ""{'en': 'acima'}"", '', '', '', '']]",ʃakut_7e862d74-cc61-4b8d-ab41-8e1fc59c0592,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
kasarõõ,"[['v', ""{'pt': 'enrolado'}"", ""{'pt': 'enrolado'}"", '', '', ""{'kasarõ_04f383e2-28e7-4ca8-8903-46ecb268dcec': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",kasarõõ_7eaf28d1-1aab-4a34-a6b4-de0eed6eb7b7,stem,kaʃaɾõ:,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
jarana,"[['n', ""{'pt': 'curauá'}"", ""{'pt': 'esp. de planta (curauá)'}"", '', '', '']]",jarana1_7ed1327f-e40d-4e09-8a0e-7b022090c381,stem,jaɾana,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2019-01-14T03:36:18Z
atsuuk,"[['Verb', ""{'en': 'itch', 'pt': 'coçar'}"", ""{'en': 'itch', 'pt': 'coçar'}"", '', '', '']]",atsuuk_7ed2ad67-026d-4534-83c1-b37b8b08324d,stem,ʔaˈtʃ’u:k˺,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-15T20:43:02Z,2018-07-15T20:43:59Z
gajeenh,"[['v', ""{'pt': 'abrir'}"", ""{'pt': 'abrir (rede; roupa; canoa)'}"", '', '', ""{'gaj&apos;eej_0370d9a3-7912-458c-bb70-6097fb5de782': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'gajénh_dd695d2b-de3a-48cb-8d65-cc1432ed82da': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}""]]",gajeenh_7ed65294-18c4-4aec-a788-637cd21a6b3a,stem,gaje:ɲ,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
tabanas'aa,"[['Noun', ""{'en': 'palm weevil', 'pt': 'espirito'}"", ""{'en': 'evil spirit; ghost', 'pt': 'espirito'}"", '', '', '']]",tabanas&apos;aa_7ee2ef4a-e224-4290-872c-2655d6eb5060,stem,tabadnãʃaʔaʔ,,,,,2019-01-14T03:46:55Z,2020-02-04T15:34:03Z
hɔ̃k,"[['Verb', ""{'en': 'cortar (n.i. hɔ̃g)'}"", '', '', '', '']]",hɔ̃k_7ee84e60-c92c-46bb-bfdb-1ba24ed847f4,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
salãap,"[['Noun', ""{'en': 'measles'}"", '', '', '', '']]",salãap_7f093b97-1ce4-4164-a722-fec8830ed2b3,stem,ʃaɾãːp,,,,{'bibliography': 'Weir 1986'},2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
toːh,"[['Noun', ""{'en': 'quiexada'}"", '', '', '', '']]",toːh_7f0b89bd-c145-4365-b20a-74fab09a5887,stem,,,,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
kanabeed,"[['Noun', ""{'en': 'fish.poison.esp', 'pt': 'timbó.esp'}"", ""{'en': 'type of fish poison', 'pt': 'especie de timbó'}"", '', '', '']]",kanabeed_7f4ff862-1d6a-42ab-ad90-57b6d0e3d52b,root,ka'na`be:d,,,,{'bibliography': 'Epps; Obert Fieldnotes 2019'},2019-11-12T22:16:24Z,2019-11-12T22:17:30Z
t'ëëng,"[['Noun', ""{'en': 'tapir', 'pt': 'anta'}"", ""{'en': 'tapir (South American Tapir)'}"", '', '', '']]",t&apos;ëëng1_7fad6677-006f-46f7-991e-8fd6199e5d12,stem,təʔəgŋ,,,,,2019-01-14T03:46:55Z,2020-02-04T15:32:23Z
jaw'ëëj,"[['n', ""{'pt': 'macaco.prego'}"", ""{'pt': 'esp. de macaco (macacao prego)'}"", '', '', '']]",jaw&apos;ëëj2_7fe321e9-23f6-4491-9470-7bad482bbd8e,stem,jawə̰:j,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:34:03Z
wób,"[['n p', ""{'pt': 'outros'}"", ""{'pt': 'outros; uns'}"", '', '', '']]",wób_7fe65044-e9d0-4f98-b4ba-d4a27fd13172,stem,wɔb,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
hɔ̃ŋ,"[['Noun', ""{'en': 'maduro'}"", '', '', '', '']]",hɔ̃ŋ_80287da4-afa8-4514-bff8-69b869150d60,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
hepõ,,hepõ_804ba3dc-742b-4d69-ba4c-969cb0d34c1f,stem,hepõ,"{'8b859c8e-4f06-4162-904c-0b3d029ad246': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
